지역,2012,2013,2014,2015,2016,2017,2018,2019,2020
전라남도,11799025.4,11954957.5,12857558.5,13746851.2,14422785.0,15157951.9,15564657.4,15606917.3,15875102.6
목포시,1293396.4,1233379.6,1293442.7,1367646.0,1367937.8,1361509.1,1356293.9,1343735.1,1338054.5
여수시,1682573.7,1693169.4,1816069.9,1908394.4,1862233.8,1876332.4,1872489.8,1887473.3,1885522.1
순천시,1654518.3,1694053.9,1804215.7,1889119.6,1890793.7,1935880.5,1951781.6,1946268.2,1999901.3
나주시,673926.8,681112.1,774554.0,824244.0,840329.1,890832.1,939664.1,976521.3,973017.8
광양시,1003772.3,1102345.1,1169313.0,1227941.5,1197084.6,1229384.6,1214903.9,1218325.0,1248533.2
담양군,388735.3,383540.9,424170.5,439091.1,425389.5,422293.2,427385.8,407489.8,424486.4
곡성군,191591.2,205688.4,219940.9,231418.1,234705.4,237846.0,232927.1,234180.9,228529.5
구례군,169450.3,171982.9,183428.9,189735.3,193902.0,199715.1,195329.8,193725.3,189834.6
고흥군,367166.5,382517.6,406346.8,417411.5,414943.9,418329.0,426648.1,423393.7,439477.8
보성군,270223.4,284081.2,295157.9,321037.2,529513.9,1462295.2,2062517.0,1891292.4,1503050.3
화순군,509524.0,523711.5,616388.2,642750.6,606701.3,604073.4,614194.2,606822.5,587103.7
장흥군,249469.3,256057.2,268580.6,279665.4,271359.2,284231.5,281749.9,281571.9,285777.7
강진군,272043.8,282296.6,292673.2,304586.6,297545.3,303700.0,297841.3,295322.8,302183.1
해남군,468038.2,469575.7,494742.2,513424.2,513577.5,521808.1,527287.4,527373.4,540598.1
영암군,505233.8,501306.6,584690.4,898478.6,1484902.3,1054550.8,767678.7,950871.9,830149.2
무안군,490684.1,491194.7,528986.3,553337.7,567601.4,582901.5,583274.2,603752.2,611613.2
함평군,228406.6,235393.7,249114.3,242922.1,241829.0,248650.4,253731.9,264073.7,552713.5
영광군,330657.9,335358.0,354797.6,367722.4,365195.3,375435.8,379390.7,386114.5,389544.9
장성군,362740.4,354734.9,367391.2,383762.8,376526.5,389730.0,389842.4,397806.3,407110.6
완도군,279676.8,271092.5,290209.1,299197.8,299213.5,300021.8,320288.5,304359.1,325273.8
진도군,181172.1,183483.9,190562.9,195609.1,198654.4,201670.7,211655.6,202490.9,214101.4
신안군,226024.3,218881.2,232782.4,249355.3,242845.5,256760.4,257781.4,263953.2,598525.9
경상북도,16922145.1,16832125.4,17537060.0,18034052.6,18991684.2,19389139.3,19751462.8,19934965.2,20143646.5
포항시,3480908.5,3212705.7,3251791.5,3352054.0,3518325.7,3571615.3,3614932.6,4017159.9,3577179.2
경주시,1691886.5,1663633.9,1741053.2,1779114.7,1898105.9,1935867.8,1956719.0,1939219.4,1948437.0
김천시,749729.8,806208.2,857786.0,902009.8,945448.1,977230.6,998382.0,991166.9,1007173.5
안동시,1046711.8,1038445.3,1075533.7,1095366.1,1138964.1,1157238.0,1167419.6,1136849.2,1174520.6
구미시,2466069.2,2537903.6,2643634.2,2665868.6,2810993.3,2847270.7,2930454.3,2856014.5,2888996.8
영주시,663659.7,678682.7,698578.2,705436.3,724029.2,743471.8,737388.4,730048.6,712937.0
영천시,754416.3,732710.1,757063.3,787018.1,841736.9,850314.5,875182.1,859897.8,881471.9
상주시,642006.1,652773.8,679479.6,699943.6,742919.1,761717.4,770144.8,754878.5,766403.9
문경시,413473.6,427531.1,438179.3,452088.6,474897.4,490952.9,484406.0,489231.4,488735.5
경산시,1577275.2,1539233.9,1633371.0,1712450.5,1791525.8,1848726.8,1872537.0,1880798.2,1892379.4
군위군,170104.9,170601.7,181244.7,195050.8,200119.3,212408.3,210581.3,214430.6,216253.6
의성군,357240.0,374360.0,389213.1,400056.6,415232.9,422810.3,431591.1,424782.6,441516.0
청송군,167503.2,174939.5,184880.5,188105.2,193118.4,200263.4,205195.5,207997.8,207022.6
