TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_ID,UNIT_NM,ORG_ID,UNIT_NM_ENG,C1_OBJ_NM,C1_OBJ_NM_ENG,DT,PRD_SE,C1,C1_NM,C1_NM_ENG
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003009019,오산,Osan-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003009020,하남,Hanam-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003009021,화성,Hwaseong-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003009022,양주,Yangju-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003009023,동두천,Dongducheon-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.5,M,13102128238.15106ME_004383.003009024,안성,Anseong-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003009025,이천,Icheon-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003009026,파주,Paju-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003009027,포천,Pocheon-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.00300902701,여주,Yeoju-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.00300902702,연천,Yeoncheon-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.0030090270201,가평,Gapyeong-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.00300902703,양평,Yangpyeong-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003009028,도평균,City average
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003010001,춘천,Chuncheon-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003010002,강릉,Gangneung-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003010003,원주,Wonju-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003010004,동해,Donghae-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003010005,삼척,Samcheok-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.2,M,13102128238.15106ME_004383.00301000501,평창,Pyeongchang-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003010006,도평균,City average
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.00301000601,양구,Yanggu-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.00301000602,정선,Jeongseon-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.5,M,13102128238.15106ME_004383.00301000603,양양,Yangyang-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.00301000604,속초,Sokcho-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.00301000605,영월,Yeongwol-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.00301000606,철원,Cheolwon-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.00301000607,홍천,Hongcheon-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.00301000608,화천,Hwacheon-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.00301000609,태백,Taebaek-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.5,M,13102128238.15106ME_004383.00301000610,인제,Inje-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003010007,고성,Goseong-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003010008,횡성,Hoengseong-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003011001,청주,Cheongju-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3**,M,13102128238.15106ME_004383.003011002,충주,Chungju-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003011003,제천,Jecheon-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.00301100302,단양,Danyang-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.00301100303,진천,Jincheon-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.00301100304,옥천,Okcheon-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.00301100305,영동,Yeongdong-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.00301100306,증평,Jeungpyeong-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003011004,도평균,City average
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003011005,괴산,Goesan-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003011006,음성,Eumseong-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003011007,보은,Boeun-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.5,M,13102128238.15106ME_004383.003012001,천안,Cheonan-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.5,M,13102128238.15106ME_004383.003012002,당진,Dangjin-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.6,M,13102128238.15106ME_004383.003012003,서산,Seosan-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003012004,아산,Asan-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.00301200401,논산,Nonsan-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.5,M,13102128238.15106ME_004383.00301200402,태안,Taean-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.00301200403,보령,Boryeong-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.00301200404,홍성,Hongseong-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.00301200405,공주,Gongju-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.5,M,13102128238.15106ME_004383.00301200406,부여,Buyeo-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.00301200407,청양,Cheongyang-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.00301200408,금산,Guemsan-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.00301200409,예산,Yesan-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.5,M,13102128238.15106ME_004383.00301200410,계룡,Gyeryong-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.5,M,13102128238.15106ME_004383.00301200411,서천,Seocheon-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.5,M,13102128238.15106ME_004383.003012005,도평균,City average
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003013001,전주,Jeonju-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003013002,군산,Gunsan-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003013003,익산,Iksan-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003013004,남원,Namwon-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003013005,정읍,Jeongeup-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003013006,도평균,City average
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.00301300601,순창,Sunchang-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.00301300602,장수,Jangsu-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003013007,고창,Gochang-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.5,M,13102128238.15106ME_004383.003013008,부안,Buan-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003013009,김제,Gimje-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.2,M,13102128238.15106ME_004383.003013010,완주,Wanju-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.2,M,13102128238.15106ME_004383.003013011,진안,Jinan-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003013012,무주,Muju-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003013013,임실,Imsil-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.5,M,13102128238.15106ME_004383.003014001,여수,Yeosu-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.5,M,13102128238.15106ME_004383.003014002,광양,Gwangyang-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.5,M,13102128238.15106ME_004383.003014003,순천,Suncheon-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.5,M,13102128238.15106ME_004383.003014004,목포,Mokpo-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003014005,영암,Yeongam-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.00301400501,나주,Naju-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.00301400502,담양,Damyang-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.00301400503,장성,Jangseong-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.00301400504,해남,Haenam-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.5,M,13102128238.15106ME_004383.003014006,도평균,City average
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.00301400601,장흥,Jangheung-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.6,M,13102128238.15106ME_004383.00301400602,진도,Jindo-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.6,M,13102128238.15106ME_004383.00301400603,완도,Wando-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.5,M,13102128238.15106ME_004383.00301400604,함평,Hampyeong-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.6,M,13102128238.15106ME_004383.00301400605,화순,Hwasun-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.6,M,13102128238.15106ME_004383.00301400606,고흥,Goheung-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.00301400607,신안,Sinan-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.00301400608,무안,Muan-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.00301400609,강진,Gangjin-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003014007,영광,Yeonggwang-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.5,M,13102128238.15106ME_004383.003015001,포항,Pohang-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003015002,구미,Gumi-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003015003,김천,Kimcheon-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4**,M,13102128238.15106ME_004383.003015004,경주,Gyeongju-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003015005,안동,Andong-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003015006,영주,Yeongju-si
