,소재지(시군구)별,도시및비도시지역별,항목,단위,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,Unnamed: 20
1170,마산시,합계,면적[㎡],㎡,329897120.0,329931395.0,330438725.0,330578485.0,330797148.0,,,,,,,,,,,,
1175,진주시,합계,면적[㎡],㎡,712856464.0,712864794.0,712857863.0,712843570.0,712838019.0,712821774.0,712948396.0,712944997.0,712953760.0,712957827.0,712960752.0,712957223.0,712944069.0,712858201.0,712860198.0,712833191.0,
1180,진해시,합계,면적[㎡],㎡,113124154.0,113597565.0,113903990.0,120189156.0,120217008.0,,,,,,,,,,,,
1185,통영시,합계,면적[㎡],㎡,237980437.0,238058547.0,238690731.0,238771822.0,238807702.0,238845095.0,239165894.0,239222251.0,239220965.0,239539073.0,239764381.0,239815884.0,239859565.0,239847278.0,239860468.0,239879352.0,
1190,사천시,합계,면적[㎡],㎡,396933994.0,396981467.0,398208628.0,398236518.0,398267247.0,398254815.0,398602041.0,398620876.0,398585668.0,398604153.0,398624806.0,398642007.0,398649589.0,398672994.0,398675093.0,398698356.0,
1195,김해시,합계,면적[㎡],㎡,463359125.0,463323825.0,463326655.0,463275785.0,463276182.0,463252301.0,462814312.0,462809580.0,463360913.0,463360652.0,463355165.0,463356437.0,463364980.0,463430954.0,463447827.0,463444884.0,
1200,밀양시,합계,면적[㎡],㎡,798517370.0,798554865.0,798582418.0,798593747.0,798643387.0,798572622.0,798593970.0,798571035.0,798588501.0,798602530.0,798641484.0,798637816.0,798636034.0,798634878.0,798671224.0,798645313.0,
1205,거제시,합계,면적[㎡],㎡,401447893.0,401532502.0,401590245.0,401656292.0,401602257.0,401625424.0,402008122.0,402033858.0,402055239.0,402160749.0,402304141.0,402642502.0,402745412.0,402986562.0,403228579.0,403816654.0,
1210,양산시,합계,면적[㎡],㎡,484041999.0,484406966.0,484435712.0,484550229.0,485162405.0,485221716.0,485191741.0,485349512.0,485348766.0,485444834.0,485434677.0,485446929.0,485411853.0,485563946.0,485604354.0,485625161.0,
1215,의령군,합계,면적[㎡],㎡,482903993.0,482902713.0,482913377.0,482900620.0,482909115.0,482910339.0,482907724.0,482908180.0,482904143.0,482868981.0,482868831.0,482866210.0,482860619.0,482892343.0,482910830.0,482903286.0,
1220,함안군,합계,면적[㎡],㎡,416809915.0,416804524.0,416805253.0,416806670.0,416799654.0,416871065.0,416868714.0,416874176.0,416644156.0,416639863.0,416601170.0,416598222.0,416597155.0,416606441.0,416602010.0,416603161.0,
1225,창녕군,합계,면적[㎡],㎡,532885154.0,532839209.0,532817392.0,532724141.0,532755371.0,532818679.0,532802166.0,532802116.0,532816066.0,532873296.0,532872288.0,532857257.0,532860749.0,532840650.0,532830708.0,532738915.0,
1230,고성군,합계,면적[㎡],㎡,516967944.0,517055157.0,517095466.0,517140613.0,517282427.0,517282931.0,517273126.0,517712333.0,517687535.0,517685135.0,517710141.0,517937467.0,517929662.0,517932587.0,517957151.0,517946367.0,
1235,남해군,합계,면적[㎡],㎡,357618488.0,357637921.0,357659547.0,357619652.0,357577666.0,357560276.0,357555214.0,357551313.0,357539434.0,357524513.0,357525372.0,357567159.0,357554592.0,357534274.0,357545659.0,357544629.0,
1240,하동군,합계,면적[㎡],㎡,675573262.0,675367178.0,675284473.0,675269410.0,675253019.0,675226560.0,675233626.0,675239158.0,675516404.0,675520879.0,675583496.0,675618839.0,675622348.0,675614293.0,675236982.0,675248451.0,
1245,산청군,합계,면적[㎡],㎡,794605818.0,794578517.0,794597778.0,794691029.0,794696631.0,794737797.0,794830712.0,794822557.0,794839019.0,794828246.0,794831927.0,794823166.0,794811904.0,794551403.0,794604515.0,794635249.0,
1250,함양군,합계,면적[㎡],㎡,725057398.0,724957922.0,724959799.0,724884697.0,724874694.0,724884266.0,724969343.0,725467750.0,725466116.0,725449827.0,725470868.0,725484452.0,725434401.0,725453334.0,725485214.0,725504540.0,
1255,거창군,합계,면적[㎡],㎡,804196026.0,804075253.0,804090015.0,804058626.0,804067847.0,804058532.0,803176446.0,803171054.0,803165454.0,803134391.0,803139982.0,803175456.0,803200594.0,803301603.0,803312949.0,803382849.0,
1260,합천군,합계,면적[㎡],㎡,983391204.0,983387630.0,983420348.0,983473533.0,983518662.0,983523735.0,983525036.0,983524303.0,983507088.0,983499296.0,983480717.0,983463996.0,983467567.0,983474297.0,983507159.0,983039738.0,
1265,제주특별자치도,합계,면적[㎡],㎡,1848267607.0,1848435917.0,1848430838.0,1848503702.0,1848728339.0,1848848980.0,1849179961.0,1849295824.0,1849262776.0,1849045509.0,1849134047.0,1849148846.0,1850159945.0,1850159471.0,1850227390.0,1850211287.0,
1270,제주시,합계,면적[㎡],㎡,255456312.0,977758412.0,977773258.0,977771365.0,977935738.0,977979704.0,978248646.0,978332913.0,978331691.0,978315721.0,978404822.0,978426995.0,978685742.0,978694846.0,978668959.0,978669420.0,
1275,서귀포시,합계,면적[㎡],㎡,254902897.0,870677505.0,870657580.0,870732337.0,870792601.0,870869276.0,870931315.0,870962911.0,870931085.0,870729788.0,870729225.0,870721851.0,871474203.0,871464625.0,871558431.0,871541867.0,
1280,북제주군,합계,면적[㎡],㎡,722410690.0,,,,,,,,,,,,,,,,
1285,남제주군,합계,면적[㎡],㎡,615497708.0,,,,,,,,,,,,,,,,
