지역,2012,2013,2014,2015,2016,2017,2018,2019,2020
경상남도,3319314,3333820.0,3350257.0,3364702.0,3373871.0,3380404.0,3373988.0,3362553.0,3340216.0
창원시,1091471,1083731.0,1075168.0,1070064.0,1063907.0,1057032.0,1053601.0,1044740.0,1036738.0
진주시,337314,337071.0,340241.0,344426.0,346739.0,346681.0,345987.0,347334.0,348096.0
통영시,139347,139719.0,139439.0,139168.0,138160.0,135833.0,133720.0,131404.0,128293.0
사천시,115321,116851.0,116485.0,115452.0,114912.0,114252.0,113888.0,111925.0,111105.0
김해시,513260,522049.0,527240.0,528865.0,529422.0,532132.0,533672.0,542455.0,542338.0
밀양시,108755,108342.0,107765.0,107896.0,108354.0,107898.0,106744.0,105552.0,104831.0
거제시,236944,242077.0,248287.0,255828.0,257183.0,254073.0,250516.0,248276.0,245754.0
양산시,270460,279565.0,292376.0,301291.0,317037.0,338535.0,348639.0,350759.0,352229.0
의령군,30329,29417.0,29209.0,28544.0,28111.0,27849.0,27667.0,27168.0,26800.0
함안군,67425,67667.0,68741.0,69156.0,68937.0,68207.0,67025.0,65700.0,64182.0
창녕군,62966,63447.0,63502.0,63817.0,63982.0,64101.0,63396.0,62331.0,61301.0
남해군,48223,47244.0,46638.0,45865.0,45129.0,44642.0,43990.0,43622.0,42958.0
하동군,50806,50177.0,49223.0,50259.0,49622.0,48831.0,47533.0,46574.0,44785.0
산청군,35691,35935.0,35849.0,36071.0,36098.0,36340.0,35952.0,35417.0,34857.0
함양군,40714,40692.0,40584.0,40339.0,40241.0,40175.0,40044.0,39637.0,39080.0
거창군,63103,63177.0,63137.0,63232.0,63308.0,62763.0,62455.0,62179.0,61502.0
합천군,50279,50290.0,50457.0,49145.0,48026.0,47000.0,45916.0,45204.0,44006.0
제주특별자치도,583713,593806.0,607346.0,624395.0,641597.0,657083.0,667191.0,670989.0,674635.0
제주시,429656,438165.0,448834.0,459876.0,470665.0,478700.0,485946.0,489405.0,492466.0
서귀포시,154057,155641.0,158512.0,164519.0,170932.0,178383.0,181245.0,181584.0,182169.0
세종특별자치시,113117,122153.0,156125.0,210884.0,243048.0,280100.0,314126.0,340575.0,355831.0
