지역,2012,2013,2014,2015,2016,2017,2018,2019,2020
진주시,248889703,248870811.0,248348683.0,247502205.0,247502205.0,247503849.0,247502544.0,247504188.0,247503396.0
통영시,41157982,41148877.0,41152041.0,41148169.0,41148169.0,41148140.0,41148140.0,41148140.0,41195972.0
사천시,67671202,66676885.0,67466733.0,67097895.0,67195984.0,67261637.0,67261637.0,67261637.0,67274910.0
김해시,213097871,212424654.0,211745219.0,211553525.0,211152105.0,208840112.0,208527614.0,208530279.0,207844995.0
밀양시,45443357,45443357.0,45443357.0,45443357.0,45443357.0,45696807.0,45715282.0,45757459.0,45757459.0
거제시,61814454,65356213.0,62260291.0,62165438.0,62266480.0,62266480.0,62456146.0,62413020.0,62411257.0
양산시,265696700,265696700.0,265200967.0,265203401.0,265420893.0,265420893.0,266584525.0,266584525.0,266552105.0
의령군,12498534,12498534.0,12498534.0,12498534.0,12498534.0,12498534.0,11940463.0,11940463.0,11940463.0
함안군,27594886,27480315.0,27472399.0,27330344.0,27299289.0,27299289.0,27299289.0,27449089.0,27449089.0
창녕군,39490118,39490118.0,39490118.0,39490118.0,39490118.0,39480587.0,39009926.0,39000395.0,39000395.0
남해군,10352602,10352602.0,10352602.0,10352602.0,10352602.0,10352602.0,10352602.0,10352602.0,10352602.0
하동군,6853559,6853559.0,6853559.0,6853559.0,6853559.0,6853559.0,6641046.0,6641046.0,6641046.0
산청군,6462916,6454096.0,6454096.0,6454096.0,6454096.0,6430463.0,6420236.0,6420236.0,6425386.0
함양군,15918523,15918523.0,15918523.0,15918523.0,15918523.0,15924280.0,15924280.0,15924280.0,15924280.0
거창군,25417323,25417323.0,25418787.0,25418787.0,25417317.0,25413367.0,25413367.0,25413367.0,25413367.0
합천군,19972088,19972088.0,19972088.0,19972088.0,19972088.0,19818414.0,19818414.0,19818414.0,19818414.0
제주특별자치도,379012756,379012756.0,379012756.0,379012756.0,379012756.0,388951845.0,388960010.0,388960010.0,388270154.0
제주시,184246444,184246444.0,184246444.0,184246444.0,184246444.0,184168796.0,184176961.0,184176961.0,183793929.0
서귀포시,194766312,194766312.0,194766312.0,194766312.0,194766312.0,204783049.0,204783049.0,204783049.0,204476225.0
세종특별자치시,99777811,99777811.0,99317087.0,98992747.0,98992747.0,97625665.0,98705006.0,98705006.0,97277636.0
